ID,Name,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine(cc),Power(bhp),Seats,Price(in 10000$)
236,Hyundai Santa Fe 4x4 AT,2011,67000,Diesel,Automatic,Second,11.72 kmpl,2199,194.3,7,7
237,Honda City i-VTEC V,2011,32572,Petrol,Manual,First,17.4 kmpl,1497,117.3,5,3.87
238,Hyundai i20 1.2 Magna Executive,2018,14960,Petrol,Manual,First,18.6 kmpl,1197,81.83,5,6.27
239,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,2015,55980,Diesel,Automatic,First,19.27 kmpl,2143,167.62,5,18.12
240,Chevrolet Beat Diesel LT,2013,74000,Diesel,Manual,First,25.44 kmpl,936,57.6,5,2.65
241,Hyundai i20 Sportz 1.4 CRDi,2015,56847,Diesel,Manual,First,22.54 kmpl,1396,88.73,5,7.2
242,Toyota Innova 2.5 Z Diesel 7 Seater,2015,121374,Diesel,Manual,First,12.99 kmpl,2494,100.6,7,14.3
243,Maruti Ertiga VDI,2013,52000,Diesel,Manual,First,20.77 kmpl,1248,88.76,7,6.9
244,Toyota Innova 2.5 V Diesel 7-seater,2014,118000,Diesel,Manual,First,12.8 kmpl,2494,102,7,10.75
245,Hyundai Santro Xing XO eRLX Euro II,2007,72000,Petrol,Manual,Third,17.0 kmpl,1086,null ,5,0.95
246,Honda City i VTEC V,2016,33915,Petrol,Manual,First,17.8 kmpl,1497,117.3,5,8.09
247,BMW X1 sDrive20d,2014,82002,Diesel,Automatic,First,17.05 kmpl,1995,184,5,18.5
248,Hyundai Grand i10 CRDi Era,2017,33000,Diesel,Manual,First,24.0 kmpl,1120,70,5,4.75
249,Maruti Ciaz 1.3 Alpha,2016,34000,Diesel,Manual,First,28.09 kmpl,1248,88.5,5,8.45
250,Skoda Rapid Leisure 1.6 TDI MT,2012,55000,Diesel,Manual,First,20.5 kmpl,1598,103.6,5,3.5
251,Hyundai Accent CRDi,2006,160538,Diesel,Manual,First,13.1 kmpl,1493,82,5,1.8
252,Volkswagen Polo GT 1.5 TDI,2014,60000,Diesel,Manual,Second,19.91 kmpl,1498,103.6,5,3.7
253,Honda Jazz 1.2 VX i VTEC,2017,49575,Petrol,Manual,First,18.7 kmpl,1199,88.7,5,7.17
254,Hyundai i10 Era,2010,83000,Petrol,Manual,First,19.81 kmpl,1086,68.05,5,1.75
255,Hyundai Tucson 2.0 e-VGT 2WD AT GLS,2018,51346,Diesel,Automatic,First,16.38 kmpl,1995,183,5,21.99
256,Toyota Innova Crysta 2.4 ZX MT,2017,43000,Diesel,Manual,First,13.68 kmpl,2393,147.8,7,18.65
257,Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,2011,35000,Petrol,Manual,Third,19.7 kmpl,796,35,5,1.85
258,Maruti Swift VXI BSIV,2017,27872,Petrol,Manual,Second,20.4 kmpl,1197,81.8,5,5.95
259,Hyundai Grand i10 Magna,2014,16514,Petrol,Manual,First,18.9 kmpl,1197,82,5,3.75
260,Maruti Swift VDI,2012,120000,Diesel,Manual,First,22.9 kmpl,1248,74,5,3.75
261,Hyundai Verna CRDi 1.6 SX,2008,143275,Diesel,Manual,First,22.0 kmpl,1582,126.2,5,2.6
262,Hyundai Santro Xing XL,2006,99000,Petrol,Manual,First,0.0 kmpl,1086,null ,5,1.75
263,Hyundai i20 1.2 Sportz,2010,52000,Petrol,Manual,First,17.0 kmpl,1197,80,5,2.8
264,Mercedes-Benz GLE 350d,2017,29819,Diesel,Automatic,First,11.57 kmpl,2987,254.79,5,61.29
265,Mercedes-Benz New C-Class C 220 CDI CLASSIC,2014,57000,Diesel,Manual,Second,15.8 kmpl,2148,170,5,18
266,Maruti Ritz ZDi,2014,88500,Diesel,Manual,First,23.2 kmpl,1248,73.94,5,4.35
267,Hyundai Creta 1.6 CRDi SX,2016,28000,Diesel,Manual,First,19.67 kmpl,1582,126.2,5,13.75
268,Maruti A-Star Vxi,2010,67000,Petrol,Manual,First,19.0 kmpl,998,66.1,5,2
269,Renault Duster 110PS Diesel RXZ Option,2016,26000,Diesel,Manual,First,19.64 kmpl,1461,108.45,5,10
270,Fiat Grande Punto 1.3 Emotion Pack (Diesel),2010,120000,Diesel,Manual,First,17.8 kmpl,1248,76,5,1.65
271,BMW X3 xDrive30d M Sport,2017,51982,Diesel,Automatic,First,16.55 kmpl,2993,258,5,45.77
272,Hyundai i10 Sportz,2010,36000,Petrol,Manual,Second,20.36 kmpl,1197,78.9,5,3.25
273,Toyota Innova 2.5 G4 Diesel 7-seater,2016,47000,Diesel,Manual,First,12.8 kmpl,2494,102,7,12.8
274,Maruti Zen VXI BSII,2002,60000,Petrol,Manual,Third,17.3 kmpl,993,60,5,0.55
275,Maruti Swift VDI,2018,31025,Diesel,Manual,First,28.4 kmpl,1248,74,5,7.15
276,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,2013,105000,Diesel,Manual,Second,12.05 kmpl,2179,120,8,7
277,Tata Zest Quadrajet 1.3 75PS XE,2017,121900,Diesel,Manual,First,22.95 kmpl,1248,74,5,3.75
278,Ford EcoSport 1.0 Ecoboost Titanium Plus,2017,22695,Petrol,Manual,First,18.88 kmpl,999,123.24,5,8.5
279,Maruti Swift Dzire ZDI,2012,73000,Diesel,Manual,First,23.4 kmpl,1248,74,5,4.35
280,Maruti Alto 800 LXI,2016,32227,Petrol,Manual,First,22.74 kmpl,796,47.3,5,3.26
281,Honda City 1.5 S MT,2011,55000,Petrol,Manual,First,17.0 kmpl,1497,118,5,4.21
282,Audi Q7 3.0 TDI Quattro Technology,2018,11287,Diesel,Automatic,First,12.07 kmpl,2967,241.4,7,70.36
283,Skoda Laura 1.9 TDI AT Ambiente,2009,48000,Diesel,Automatic,Second,17.0 kmpl,1896,105,5,2.95
284,Hyundai Verna 1.6 SX VTVT (O),2012,54308,Petrol,Manual,First,17.1 kmpl,1591,121.3,5,4.28
285,Honda City 1.5 V AT,2009,78442,Petrol,Automatic,First,16.8 kmpl,1497,118,5,3.57
286,Hyundai i20 Magna Optional 1.4 CRDi,2013,46000,Diesel,Manual,First,21.9 kmpl,1396,88.8,5,3.11
287,Hyundai i20 Sportz AT 1.4,2014,45051,Petrol,Automatic,First,15.0 kmpl,1396,98.6,5,5.96
288,Volkswagen Vento Diesel Highline,2011,69000,Diesel,Manual,First,20.54 kmpl,1598,103.6,5,4.7
289,Honda City i VTEC VX,2014,49000,Petrol,Manual,First,17.4 kmpl,1497,117.3,5,6.9
290,Tata Zest Quadrajet 1.3 75PS XE,2018,45000,Diesel,Manual,First,22.95 kmpl,1248,74,5,5.25
291,BMW 5 Series 2003-2012 520d,2015,64000,Diesel,Automatic,First,18.48 kmpl,1995,177,5,28
292,Maruti Wagon R LXI Minor,2009,60000,Petrol,Manual,First,18.9 kmpl,1061,67,5,1.35
293,Honda Jazz VX,2015,62178,Petrol,Manual,First,18.2 kmpl,1199,88.7,5,4.85
294,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,2012,58006,Diesel,Manual,First,15.0 kmpl,1896,105,5,6.7
295,Hyundai i10 Magna 1.2,2010,74000,Petrol,Manual,First,20.36 kmpl,1197,78.9,5,3.1
296,Mercedes-Benz New C-Class C 220 CDI Avantgarde,2015,77771,Diesel,Automatic,First,19.27 kmpl,2143,170,5,18.64
297,Hyundai i10 Magna 1.2 iTech SE,2012,45275,Petrol,Manual,First,20.36 kmpl,1197,78.9,5,2.8
298,Toyota Innova Crysta 2.4 ZX MT,2016,48000,Diesel,Manual,First,13.68 kmpl,2393,147.8,7,20.25
299,Audi A6 2011-2015 2.0 TDI Technology,2015,31652,Diesel,Automatic,First,17.68 kmpl,1968,174.33,5,26.78
300,Toyota Innova 2.5 VX (Diesel) 7 Seater,2010,109000,Diesel,Manual,Second,12.99 kmpl,2494,100.6,7,8.26
301,Volkswagen Polo Petrol Trendline 1.2L,2015,31978,Petrol,Manual,First,16.47 kmpl,1198,73.9,5,3.89
302,Maruti Alto K10 LXI,2011,70000,Petrol,Manual,First,20.92 kmpl,998,67.1,5,2.1
303,Honda City i-VTEC CVT ZX,2017,15000,Petrol,Automatic,First,18.0 kmpl,1497,117.3,5,12.69
304,Tata Indigo LX,2013,59138,Diesel,Manual,First,17.0 kmpl,1405,70,5,2.58
305,Audi A6 2011-2015 2.0 TDI Premium Plus,2014,61726,Diesel,Automatic,First,17.68 kmpl,1968,174.33,5,20.77
306,Mercedes-Benz GLA Class 200 CDI SPORT,2015,48000,Diesel,Automatic,First,17.9 kmpl,2143,136,5,20.26
307,Hyundai Santro Xing XL,2006,58000,Petrol,Manual,Second,0.0 kmpl,1086,null ,5,1.5
308,Maruti Swift VDI BSIV,2011,60020,Diesel,Manual,First,17.8 kmpl,1248,null ,5,2.5
309,Maruti Celerio VXI AT,2014,77815,Petrol,Automatic,First,23.1 kmpl,998,67.04,5,4.25
310,Mercedes-Benz GLE 250d,2017,29000,Diesel,Automatic,First,17.9 kmpl,2143,201.15,5,57
311,Land Rover Range Rover HSE Dynamic,2017,44000,Diesel,Automatic,First,12.7 kmpl,2179,187.7,5,44
312,Volkswagen Vento Diesel Trendline,2011,108626,Diesel,Manual,First,20.54 kmpl,1598,103.6,5,3.65
313,Maruti Omni 8 Seater BSIV,2012,71791,Petrol,Manual,First,14.0 kmpl,796,35,5,2.05
314,Honda Brio 1.2 VX MT,2012,91931,Petrol,Manual,First,18.5 kmpl,1198,86.8,5,3.13
315,Tata Sumo Delux,2000,158000,Diesel,Manual,Second,14.07 kmpl,2956,83.1,7,1.5
316,Tata Indica Vista Aura 1.3 Quadrajet,2012,91183,Diesel,Manual,First,18.0 kmpl,1248,75,5,2.85
317,Maruti Wagon R LXI BS IV,2012,65000,Petrol,Manual,First,18.9 kmpl,998,67.1,5,2.65
318,Mahindra XUV500 W8 4WD,2015,88428,Diesel,Manual,First,16.0 kmpl,2179,140,7,10.6
319,Tata Indigo LS Dicor,2008,138000,Diesel,Manual,Second,17.1 kmpl,1396,70,5,1.25
320,Maruti Ertiga Paseo VXI,2018,18000,Petrol,Manual,First,16.02 kmpl,1373,93.7,7,8.25
321,Honda Accord 2.4 A/T,2011,60000,Petrol,Automatic,First,11.7 kmpl,2354,177.6,5,4.45
322,Maruti Swift Dzire VDi,2012,48000,Diesel,Manual,First,19.3 kmpl,1248,73.9,5,3.7
323,Ford Fiesta EXi 1.4 TDCi Ltd,2009,160000,Diesel,Manual,First,17.8 kmpl,1399,68,5,2.8
324,Honda City ZX GXi,2008,40000,Petrol,Manual,First,17.7 kmpl,1497,78,5,1.8
325,Audi A6 2011-2015 2.0 TDI Premium Plus,2014,51495,Diesel,Automatic,First,17.68 kmpl,1968,174.33,5,21.95
326,BMW 6 Series 640d Gran Coupe,2011,30000,Diesel,Automatic,First,9.52 kmpl,2993,313,4,49
327,Audi Q7 45 TDI Quattro Technology,2017,97430,Diesel,Automatic,First,14.75 kmpl,2967,245,7,62.67
328,Maruti Zen Estilo LXI Green (CNG),2008,42496,CNG,Manual,First,26.3 km/kg,998,67.1,5,1.4
329,Hyundai i20 1.4 CRDi Asta,2012,83000,Diesel,Manual,First,23.0 kmpl,1396,90,5,5.5
330,Hyundai i10 Sportz AT,2009,37000,Petrol,Automatic,Third,16.95 kmpl,1197,78.9,5,2.95
331,Honda Jazz 1.2 V CVT i VTEC,2016,28503,Petrol,Automatic,First,19.0 kmpl,1199,88.7,5,6.86
332,Maruti Swift VDI BSIV,2015,76496,Diesel,Manual,First,25.2 kmpl,1248,74,5,6.15
333,Hyundai i20 Asta 1.2,2011,79152,Petrol,Manual,Second,18.5 kmpl,1197,82.85,5,3.3
334,Volkswagen Polo Petrol Comfortline 1.2L,2011,32000,Petrol,Manual,First,16.47 kmpl,1198,73.9,5,2.55
335,Maruti Alto LXi,2009,35000,Petrol,Manual,First,19.7 kmpl,796,46.3,5,1.5
336,Toyota Corolla H4,2004,105000,Petrol,Automatic,Second,11.3 kmpl,1794,125,5,2.5
337,Maruti Alto LXi,2006,56000,Petrol,Manual,Second,19.7 kmpl,796,46.3,5,1.4
338,Tata Manza ELAN Quadrajet BS IV,2012,73000,Diesel,Manual,First,21.12 kmpl,1248,88.8,5,3.4
339,Maruti Alto LXi,2012,38000,Petrol,Manual,First,19.7 kmpl,796,46.3,5,2.25
340,Skoda Octavia Ambition Plus 2.0 TDI AT,2013,775000,Diesel,Automatic,First,19.3 kmpl,1968,141,5,7.5
341,Toyota Corolla H4,2008,80000,Petrol,Automatic,First,11.3 kmpl,1794,125,5,2.8
342,Hyundai i20 Asta Option 1.2,2016,24973,Petrol,Manual,First,18.6 kmpl,1197,81.83,5,7.66
343,Maruti Vitara Brezza LDi,2016,45000,Diesel,Manual,First,24.3 kmpl,1248,88.5,5,7.15
344,Honda City 1.5 V MT,2010,87430,Petrol,Manual,First,17.0 kmpl,1497,118,5,3.5
345,Tata Indica Vista Aqua 1.3 Quadrajet,2014,133944,Diesel,Manual,Second,18.0 kmpl,1248,75,5,3.5
346,Honda Amaze S i-Dtech,2013,57000,Diesel,Manual,First,25.8 kmpl,1498,98.6,5,3.45
347,Hyundai EON D Lite Plus,2016,27904,Petrol,Manual,First,21.1 kmpl,814,55.2,5,3.55
348,BMW 3 Series Luxury Line,2015,30717,Diesel,Automatic,Second,21.76 kmpl,1995,190,5,25.99
349,Hyundai Verna 1.6 SX,2012,80000,Diesel,Manual,First,22.32 kmpl,1582,126.32,5,5.25
350,Tata Manza Club Class Quadrajet90 LS,2013,47304,Diesel,Manual,First,21.02 kmpl,1248,88.8,5,2.9
351,Skoda Octavia RS,2005,100000,Petrol,Automatic,First,14.45 kmpl,1984,227,5,2.05
352,Maruti Alto K10 VXI,2017,30000,Petrol,Manual,First,24.07 kmpl,998,67.1,5,3.75
353,Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,68000,Diesel,Manual,First,22.7 kmpl,1498,89.84,5,6.75
354,Chevrolet Spark 1.0 LS,2011,21000,Petrol,Manual,Second,18.0 kmpl,995,62,5,0.95
355,Jaguar XF 2.0 Diesel Portfolio,2017,21000,Diesel,Automatic,First,19.33 kmpl,1999,177,5,52
356,Honda CR-V RVi MT,2007,119000,Petrol,Manual,Third,13.1 kmpl,1997,141.1,5,3.91
357,Skoda Superb L&K 1.8 TSI AT,2019,13747,Petrol,Automatic,First,14.67 kmpl,1798,177.46,5,27.3
358,Hyundai i10 Magna 1.2,2009,620000,Petrol,Manual,First,20.36 kmpl,1197,78.9,5,2.7
359,Maruti Swift LDI,2013,70000,Diesel,Manual,First,22.9 kmpl,1248,74,5,3.5
360,Maruti Swift Dzire VXi AT,2016,18000,Petrol,Automatic,First,18.5 kmpl,1197,83.14,5,6.2
361,Nissan Micra Diesel XV,2011,83000,Diesel,Manual,First,23.08 kmpl,1461,63.1,5,2.75
362,Maruti Swift Dzire Tour LDI,2015,130000,Diesel,Manual,First,23.4 kmpl,1248,74,5,3.25
363,Ford Fiesta Classic 1.4 Duratorq CLXI,2012,63400,Diesel,Manual,First,17.8 kmpl,1399,67,5,3.25
364,Maruti Zen LX,2003,65000,Petrol,Manual,First,17.3 kmpl,993,60,5,0.65
365,Mini Clubman Cooper S,2017,8350,Petrol,Manual,First,13.8 kmpl,1998,192,5,35
366,Toyota Etios GD,2014,45000,Diesel,Manual,First,23.59 kmpl,1364,67.05,5,3.25
367,Maruti Alto 800 2016-2019 LXI,2018,26200,Petrol,Manual,First,24.7 kmpl,796,47.3,5,2.9
368,Maruti Alto VXi,2011,11000,Petrol,Manual,Third,18.9 kmpl,796,47,5,2.9
369,BMW X5 3.0d,2009,90000,Diesel,Automatic,Second,11.0 kmpl,2993,235,5,17.75
370,Nissan Teana XV,2015,74000,Petrol,Automatic,Second,11.07 kmpl,2496,179.5,5,8.25
371,Hyundai Grand i10 AT Asta,2015,37081,Petrol,Automatic,First,18.9 kmpl,1197,82,5,5.77
372,Maruti Vitara Brezza ZDi Plus,2017,39000,Diesel,Manual,First,24.3 kmpl,1248,88.5,5,9.49
373,Audi Q7 3.0 TDI Quattro Premium Plus,2008,99000,Diesel,Automatic,Third,12.07 kmpl,2967,241.4,7,12.95
374,Mercedes-Benz GLA Class 200 CDI,2015,38000,Diesel,Automatic,First,17.9 kmpl,2143,136,5,20
375,Maruti 800 AC,2007,72000,Petrol,Manual,Third,16.1 kmpl,796,37,4,1
376,Renault Duster 85PS Diesel RxL,2015,93000,Diesel,Manual,Second,20.45 kmpl,1461,83.8,5,7.1
377,Toyota Corolla Altis D-4D GL,2017,5900,Diesel,Manual,First,21.43 kmpl,1364,87.2,5,16.5
378,Mercedes-Benz New C-Class 220,2014,25000,Diesel,Manual,First,15.8 kmpl,2148,170,5,26
379,Maruti Ritz VDi,2010,68000,Diesel,Manual,Second,21.1 kmpl,1248,73.9,5,3.2
380,Honda BRV i-VTEC V CVT,2017,35676,Petrol,Automatic,First,16.0 kmpl,1497,117.3,7,9.48
381,Hyundai Xcent 1.1 CRDi Base,2015,74310,Diesel,Manual,First,24.4 kmpl,1120,71,5,4
382,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,2014,59364,Diesel,Automatic,First,14.21 kmpl,2143,203,5,26.5
383,Mercedes-Benz B Class B180,2014,41380,Petrol,Automatic,Second,14.8 kmpl,1595,120.7,5,11.77
384,Mercedes-Benz E-Class 2015-2017 E250 Edition E,2017,33900,Diesel,Automatic,First,15.0 kmpl,2143,204,5,37
385,Honda City i VTEC VX Option,2016,28000,Petrol,Manual,First,17.8 kmpl,1497,117.3,5,8.75
386,Hyundai Santro Xing XL eRLX Euro III,2007,50958,Petrol,Manual,First,17.0 kmpl,1086,null ,5,1.95
387,Honda City 1.5 S MT,2011,93982,Petrol,Manual,First,17.0 kmpl,1497,118,5,3.75
388,Hyundai Verna Transform VTVT,2010,95000,Petrol,Manual,First,16.2 kmpl,1599,103.2,5,2.5
389,Jaguar XE Portfolio,2017,9000,Petrol,Automatic,First,13.5 kmpl,1999,246.74,5,34.5
390,Honda Amaze S i-Vtech,2015,52516,Petrol,Manual,First,18.0 kmpl,1198,86.7,5,4.65
391,Mini Cooper Convertible 1.6,2015,20000,Petrol,Automatic,First,18.86 kmpl,1598,122,4,32
392,Mercedes-Benz S Class 2005 2013 S 350 CDI,2017,56451,Diesel,Automatic,First,13.5 kmpl,2987,282,5,62.81
393,Hyundai EON Magna Plus,2014,37000,Petrol,Manual,First,21.1 kmpl,814,55.2,5,3.25
394,Maruti Wagon R VXI BS IV,2014,17400,Petrol,Manual,First,20.51 kmpl,998,67.04,5,3.1
395,Maruti Ritz LDi,2011,90207,Diesel,Manual,First,21.1 kmpl,1248,73.9,5,3.91
396,BMW 3 Series 320d Sedan,2011,89616,Diesel,Automatic,First,16.07 kmpl,1995,181,5,11
397,Tata Xenon XT EX 4X2,2014,85000,Diesel,Manual,First,13.49 kmpl,2179,138.03,5,3.5
398,Audi A3 35 TDI Attraction,2014,79271,Diesel,Automatic,First,20.38 kmpl,1968,143,5,16.5
399,Land Rover Range Rover 2.2L Dynamic,2012,56000,Diesel,Automatic,First,12.7 kmpl,2179,187.7,5,30
400,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,2010,85001,Diesel,Automatic,Second,12.0 kmpl,2987,224,7,28
401,Mitsubishi Pajero Sport 4X2 AT DualTone BlackTop,2018,12000,Diesel,Automatic,First,13.5 kmpl,2477,175.56,7,28
402,Maruti Alto LX,2010,125000,Petrol,Manual,First,19.7 kmpl,796,46.3,5,0.92
403,Maruti Wagon R LXI BSIII,2013,53000,Petrol,Manual,First,14.0 kmpl,1061,64,5,2.75
404,Land Rover Range Rover 2.2L Prestige,2017,34990,Diesel,Automatic,First,12.7 kmpl,2179,187.7,5,53.83
405,Hyundai Verna 1.6 SX VTVT,2011,49768,Petrol,Manual,Second,17.01 kmpl,1591,121.3,5,4.95
406,BMW 5 Series 525d Sedan,2013,56000,Diesel,Automatic,First,16.73 kmpl,2993,218,5,33.5
407,Jaguar XF Diesel,2013,75000,Diesel,Automatic,First,14.74 kmpl,2993,270.9,5,27.95
408,Skoda Superb Elegance 1.8 TSI AT,2010,57000,Petrol,Automatic,First,13.7 kmpl,1798,157.75,5,7.25
409,Audi Q3 35 TDI Quattro Premium,2017,37542,Diesel,Automatic,First,15.73 kmpl,1968,174.33,5,25.71
410,Land Rover Range Rover 2.2L Pure,2014,95649,Diesel,Automatic,First,12.7 kmpl,2179,187.7,5,29.67
411,Mercedes-Benz New C-Class 220 CDI AT,2013,35299,Diesel,Automatic,First,14.84 kmpl,2143,170,5,19
412,Mahindra Scorpio S10 4WD,2017,28464,Diesel,Manual,First,15.4 kmpl,2179,120,7,13.05
413,BMW 3 Series Luxury Line,2015,41000,Diesel,Automatic,First,21.76 kmpl,1995,190,5,25.5
414,Honda BR-V i-VTEC S MT,2017,9000,Petrol,Manual,First,15.4 kmpl,1497,117.3,7,8.5
415,Volvo S80 2006-2013 D5,2010,92098,Diesel,Automatic,Second,16.0 kmpl,2400,215,5,7.25
416,Hyundai Accent GLE,2005,5834,Petrol,Manual,First,13.2 kmpl,1495,94,5,0.8
417,Hyundai i20 Active SX Petrol,2017,40250,Petrol,Manual,First,17.19 kmpl,1197,81.86,5,6.9
418,Mercedes-Benz GLC 43 AMG Coupe,2018,22397,Petrol,Automatic,First,11.5 kmpl,2996,367,5,70.99
419,Hyundai EON Magna Plus,2015,20800,Petrol,Manual,Second,21.1 kmpl,814,55.2,5,2.25
420,Hyundai Grand i10 SportZ Edition,2018,40322,Petrol,Manual,First,18.9 kmpl,1197,81.86,5,5.5
421,Honda City 1.5 EXI S,2013,52576,Petrol,Manual,First,13.0 kmpl,1493,100,5,4.35
422,Volkswagen Polo Petrol Trendline 1.2L,2010,55000,Petrol,Manual,First,16.47 kmpl,1198,73.9,5,2.25
423,Audi A6 35 TFSI Matrix,2016,47000,Petrol,Automatic,First,15.26 kmpl,1798,187.74,5,24.5
424,Volkswagen Jetta 2007-2011 1.9 L TDI,2010,42021,Diesel,Manual,First,0.0 kmpl,1968,null ,5,5.45
425,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,2017,23163,Petrol,Manual,First,15.29 kmpl,1591,121.3,5,12.03
426,Mercedes-Benz New C-Class C 200 CGI Avantgarde,2011,50000,Petrol,Automatic,Second,11.74 kmpl,1796,186,5,8.5
427,Mini Cooper Convertible S,2014,11900,Petrol,Automatic,First,16.82 kmpl,1998,189.08,4,28.5
428,Hyundai Santro Xing XO eRLX Euro II,2006,108000,Petrol,Manual,Second,17.0 kmpl,1086,null ,5,1.2
429,Toyota Etios VD,2013,37000,Diesel,Manual,First,23.59 kmpl,1364,67.04,5,5.75
430,Honda Brio S MT,2014,30000,Petrol,Manual,Second,19.4 kmpl,1198,86.8,5,3.2
431,Maruti Baleno Alpha Automatic,2018,12831,Petrol,Automatic,First,21.4 kmpl,1197,83.1,5,9.89
432,Skoda Laura Ambiente 2.0 TDI CR AT,2012,143017,Diesel,Automatic,First,20.0 kmpl,1968,138.1,5,6.58
433,Hyundai EON Era Plus,2018,13102,Petrol,Manual,First,21.1 kmpl,814,55.2,5,4.06
434,Renault Captur 1.5 Diesel RXL,2019,24950,Diesel,Manual,First,20.37 kmpl,1461,108.45,5,13.37
435,BMW 5 Series 2003-2012 GT 530d LE,2011,57832,Diesel,Automatic,First,16.2 kmpl,2993,258,5,25.82
436,Maruti Alto 800 LXI,2016,34267,Petrol,Manual,First,22.74 kmpl,796,47.3,5,3.74
437,Volvo V40 D3,2015,33000,Diesel,Automatic,Second,16.8 kmpl,1984,150,5,22
438,Maruti Wagon R LXI BSII,2007,55100,Petrol,Manual,First,18.9 kmpl,998,67.1,5,1.45
439,Honda City ZX GXi,2008,40000,Petrol,Manual,First,17.7 kmpl,1497,78,5,2
440,Maruti Eeco 5 STR With AC Plus HTR CNG,2017,31841,CNG,Manual,First,15.1 km/kg,1196,73,5,4.7
441,Chevrolet Enjoy 1.4 LS 8,2014,15000,Petrol,Manual,First,13.7 kmpl,1399,98.79,8,3.75
442,Mahindra Bolero ZLX,2016,82756,Diesel,Manual,First,15.96 kmpl,2523,62.1,7,7.7
443,Hyundai Santro GLS I - Euro I,2012,50243,Petrol,Manual,First,0.0 kmpl,1086,null ,5,3.35
444,Hyundai EON D Lite,2014,20600,Petrol,Manual,First,21.1 kmpl,814,55.2,5,2.6
445,Hyundai Creta 1.6 SX Plus Petrol Automatic,2017,29952,Petrol,Automatic,First,13.0 kmpl,1591,121.3,5,13.77
446,Volkswagen Vento 1.6 Comfortline,2017,15000,Petrol,Manual,Second,16.09 kmpl,1598,103.5,5,7.1
447,Honda Civic 2006-2010 1.8 S AT,2008,61938,Petrol,Automatic,Second,12.9 kmpl,1799,130,5,2.65
448,Tata Indica Vista Quadrajet LS,2014,67000,Diesel,Manual,First,22.3 kmpl,1248,74,5,2.5
449,Mahindra XUV500 W8 2WD,2013,61672,Diesel,Manual,First,16.0 kmpl,2179,140,7,7.53
450,Hyundai i20 1.2 Asta Option,2017,26185,Petrol,Manual,First,18.6 kmpl,1197,81.83,5,7.98
451,Audi Q5 30 TDI quattro Premium Plus,2014,38000,Diesel,Automatic,Second,14.16 kmpl,1968,174.3,5,39
452,Maruti Ritz VXi,2011,67000,Petrol,Manual,Second,18.5 kmpl,1197,85.8,5,2.25
453,Mitsubishi Cedia Sports,2010,66000,Petrol,Manual,Second,13.17 kmpl,1999,114,5,3.85
454,Toyota Innova 2.5 V Diesel 7-seater,2015,80883,Diesel,Manual,First,12.8 kmpl,2494,102,7,13.5
455,Maruti Celerio LDi,2016,80219,Diesel,Manual,First,27.62 kmpl,793,47,5,3.5
456,Maruti S-Cross Delta DDiS 200 SH,2018,12923,Diesel,Manual,First,25.1 kmpl,1248,88.5,5,8.92
457,Audi Q3 35 TDI Quattro Premium Plus,2016,86642,Diesel,Automatic,First,15.17 kmpl,1968,181,5,20.37
458,BMW 3 Series Luxury Line,2016,19235,Diesel,Automatic,First,21.76 kmpl,1995,190,5,36.5
459,Audi Q7 4.2 TDI Quattro Technology,2016,51002,Diesel,Automatic,First,11.33 kmpl,4134,335.2,7,48.91
460,Hyundai i20 2015-2017 Asta 1.2,2016,6800,Petrol,Manual,First,18.6 kmpl,1197,81.83,5,7.2
461,Renault Duster 110PS Diesel RxL,2012,82749,Diesel,Manual,First,19.01 kmpl,1461,108.45,5,5.99
462,Hyundai Xcent 1.1 CRDi S Celebration Edition,2016,51000,Diesel,Manual,First,24.4 kmpl,1120,71,5,5.25
463,Ford Ecosport 1.5 DV5 MT Titanium,2014,31465,Diesel,Manual,First,22.7 kmpl,1498,89.84,5,6.5
464,Volkswagen Polo Petrol Trendline 1.2L,2013,76476,Petrol,Manual,First,16.47 kmpl,1198,73.9,5,4.4
465,Hyundai Grand i10 CRDi Magna,2017,14000,Diesel,Manual,First,24.0 kmpl,1120,70,5,4.6
466,Tata Manza Aqua Quadrajet BS IV,2013,47000,Diesel,Manual,First,21.12 kmpl,1248,88.8,5,2.95
467,Honda City 1.5 V MT,2011,48466,Petrol,Manual,First,17.0 kmpl,1497,118,5,3.26
468,Hyundai Santro Xing GLS,2008,46000,Petrol,Manual,Second,17.92 kmpl,1086,62.1,5,2.22
469,Toyota Innova 2.5 VX (Diesel) 7 Seater,2012,162663,Diesel,Manual,First,12.99 kmpl,2494,100,7,10.5
470,Maruti Ciaz 1.3 S,2017,25142,Diesel,Manual,First,28.09 kmpl,1248,88.5,5,8.26
471,Toyota Fortuner 4x4 MT TRD Sportivo,2013,69000,Diesel,Manual,First,12.55 kmpl,2982,169,7,14.45
472,Ford Fiesta 1.6 SXI ABS Duratec,2009,80524,Petrol,Manual,Second,15.3 kmpl,1596,null ,5,2.5
