Customer_id,International plan,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Attrition
1100,No,276.2,95,46.95,165.8,119,14.09,151.6,79,6.82,2.2,4,0.59,3,FALSE
1101,No,200.4,104,34.07,272.8,89,23.19,214.5,100,9.65,8.3,4,2.24,1,FALSE
1102,No,162.3,96,27.59,244,122,20.74,180.1,89,8.1,9.1,4,2.46,2,FALSE
1103,No,176.9,128,30.07,102.8,56,8.74,213.7,84,9.62,10.5,2,2.84,4,TRUE
1104,No,165.5,78,28.14,205.5,89,17.47,213.6,124,9.61,12.2,6,3.29,0,FALSE
1105,No,217.8,93,37.03,189.7,113,16.12,182.6,91,8.22,10.4,5,2.81,4,FALSE
1106,No,201.4,100,34.24,246.5,117,20.95,154.8,131,6.97,12.9,4,3.48,2,TRUE
1107,No,190.5,115,32.39,179.6,130,15.27,258.5,89,11.63,10.1,5,2.73,3,FALSE
1108,No,179.9,97,30.58,189.2,89,16.08,164.3,76,7.39,12.8,7,3.46,3,FALSE
1109,No,235.9,104,40.1,80.6,91,6.85,212.8,116,9.58,5.8,2,1.57,3,FALSE
1110,No,140.4,112,23.87,187.1,60,15.9,207.9,155,9.36,7.9,1,2.13,0,FALSE
1111,No,144.6,115,24.58,258.8,66,22,253.2,113,11.39,7.4,9,2,2,FALSE
1112,No,189,100,32.13,118.5,99,10.07,248.1,87,11.16,17.1,6,4.62,0,FALSE
1113,No,101,93,17.17,155.6,104,13.23,304.4,93,13.7,13.3,2,3.59,0,FALSE
1114,No,206.3,98,35.07,292.8,82,24.89,43.7,121,1.97,10.6,4,2.86,1,FALSE
1115,No,165.1,85,28.07,267,93,22.7,250.7,114,11.28,10.9,4,2.94,1,FALSE
1116,No,165,129,28.05,202.6,113,17.22,172.3,94,7.75,12.5,7,3.38,1,TRUE
1117,No,155.9,95,26.5,256.1,97,21.77,262.9,103,11.83,11.7,3,3.16,3,FALSE
1118,Yes,199.2,122,33.86,214.7,114,18.25,150.9,105,6.79,11.8,7,3.19,1,FALSE
1119,No,155.3,116,26.4,188.2,85,16,247,73,11.12,12.3,4,3.32,3,FALSE
1120,No,208.3,106,35.41,236.7,123,20.12,179.1,120,8.06,11.3,5,3.05,3,FALSE
1121,No,157.1,79,26.71,162.6,124,13.82,150,138,6.75,12.1,6,3.27,1,FALSE
1122,No,154.4,165,26.25,168.3,121,14.31,239.9,81,10.8,11.7,4,3.16,5,TRUE
1123,No,189.1,105,32.15,246.1,147,20.92,242,106,10.89,10.4,5,2.81,1,TRUE
1124,No,131.5,98,22.36,230.2,111,19.57,283.7,87,12.77,10,3,2.7,2,FALSE
1125,No,166.4,85,28.29,243.2,135,20.67,229.2,95,10.31,9.9,5,2.67,1,FALSE
1126,No,142.3,75,24.19,122.8,106,10.44,229.5,94,10.33,12.8,9,3.46,2,FALSE
1127,No,87.7,103,14.91,223,86,18.96,182.3,112,8.2,7.3,4,1.97,2,FALSE
1128,No,184.1,78,31.3,194.5,71,16.53,225.6,101,10.15,16.9,3,4.56,0,FALSE
1129,Yes,174.5,104,29.67,224.2,92,19.06,116.3,91,5.23,12.3,10,3.32,2,FALSE
1130,No,103.3,103,17.56,138.5,79,11.77,164.8,98,7.42,9,2,2.43,2,FALSE
1131,No,35.1,62,5.97,180.8,89,15.37,251.6,58,11.32,12.7,2,3.43,1,FALSE
1132,No,246.6,94,41.92,141.4,112,12.02,189.8,109,8.54,13,5,3.51,1,FALSE
1133,No,78.5,109,13.35,210.5,101,17.89,179.7,102,8.09,11.8,4,3.19,1,FALSE
1134,No,148.1,73,25.18,164.9,101,14.02,216,125,9.72,12.3,2,3.32,5,TRUE
1135,No,206.2,84,35.05,256.4,138,21.79,117.1,91,5.27,9,3,2.43,1,FALSE
1136,No,251.6,87,42.77,197.6,118,16.8,209.2,97,9.41,12.2,3,3.29,2,FALSE
1137,Yes,270.3,111,45.95,215.2,90,18.29,254,133,11.43,14.4,7,3.89,1,TRUE
1138,No,156.6,97,26.62,224.2,97,19.06,260.9,135,11.74,11.3,1,3.05,1,FALSE
1139,No,139.4,81,23.7,223.7,113,19.01,173.1,77,7.79,13.6,6,3.67,1,FALSE
1140,No,220.2,108,37.43,188.4,124,16.01,172.7,113,7.77,11.7,3,3.16,2,FALSE
1141,No,214.1,108,36.4,169.2,115,14.38,189.7,117,8.54,10.1,3,2.73,1,FALSE
1142,No,196,74,33.32,213.4,96,18.14,196.8,81,8.86,7.9,6,2.13,1,FALSE
1143,No,106.4,71,18.09,240.1,83,20.41,147.7,114,6.65,5.3,4,1.43,6,TRUE
1144,No,179.4,113,30.5,275.4,100,23.41,246.1,105,11.07,10,5,2.7,0,FALSE
1145,No,216.7,30,36.84,144.3,125,12.27,135.3,106,6.09,10.8,1,2.92,2,FALSE
1146,No,177.3,129,30.14,152.8,105,12.99,162.9,92,7.33,5.1,2,1.38,0,FALSE
1147,No,151.6,117,25.77,219.4,87,18.65,224.7,68,10.11,4,5,1.08,1,FALSE
1148,No,262.2,123,44.57,165.2,82,14.04,194.3,57,8.74,10.6,5,2.86,0,FALSE
1149,No,173.6,110,29.51,91.7,84,7.79,211.7,103,9.53,9.7,7,2.62,3,FALSE
1150,Yes,106.6,76,18.12,147.4,89,12.53,235.8,113,10.61,9.6,8,2.59,2,FALSE
1151,No,193.3,106,32.86,128.3,94,10.91,162.1,119,7.29,11.6,4,3.13,5,TRUE
1152,No,217.2,94,36.92,138.7,52,11.79,139.3,85,6.27,11.3,4,3.05,0,FALSE
1153,No,209.5,89,35.62,172.8,85,14.69,94.1,102,4.23,8.8,4,2.38,1,FALSE
1154,No,95.4,105,16.22,207.2,101,17.61,136,117,6.12,5.6,5,1.51,1,FALSE
1155,No,214.6,110,36.48,205.2,87,17.44,134.6,140,6.06,8.1,2,2.19,1,FALSE
1156,No,131.6,120,22.37,211.3,96,17.96,168.3,97,7.57,11.1,4,3,4,TRUE
1157,No,168.4,117,28.63,217.1,129,18.45,81.6,100,3.67,11.8,7,3.19,1,FALSE
1158,No,146.4,123,24.89,176.6,113,15.01,212.6,102,9.57,7.8,5,2.11,1,FALSE
1159,Yes,183,110,31.11,206.7,93,17.57,203.8,119,9.17,11.1,6,3,1,FALSE
1160,No,103.3,122,17.56,245.9,123,20.9,161.1,95,7.25,6.4,7,1.73,0,FALSE
1161,No,112.2,70,19.07,154.8,106,13.16,166.7,105,7.5,10.6,2,2.86,0,FALSE
1162,Yes,170.7,55,29.02,179.1,108,15.22,281.9,89,12.69,8.2,9,2.21,3,FALSE
1163,No,172.5,78,29.33,142.6,91,12.12,102,63,4.59,10.9,2,2.94,0,FALSE
1164,No,194.3,107,33.03,243.2,108,20.67,322.2,114,14.5,7.1,5,1.92,1,FALSE
1165,No,187.8,117,31.93,129.8,90,11.03,132.3,113,5.95,12,3,3.24,2,FALSE
1166,Yes,307.1,94,52.21,289.4,78,24.6,174.9,109,7.87,8,3,2.16,0,FALSE
1167,No,118.2,106,20.09,167.2,136,14.21,214.2,106,9.64,12.2,3,3.29,3,FALSE
1168,No,154,95,26.18,205.9,106,17.5,233.7,75,10.52,12.9,1,3.48,1,FALSE
1169,No,155.5,101,26.44,213.4,89,18.14,237.9,61,10.71,7.6,11,2.05,1,FALSE
1170,Yes,125.6,108,21.35,213,90,18.11,181.7,108,8.18,5.4,5,1.46,1,FALSE
1171,No,199.3,104,33.88,224.2,92,19.06,140.1,57,6.3,15.2,2,4.1,0,FALSE
1172,No,157.9,88,26.84,180.8,132,15.37,132.5,102,5.96,12.8,3,3.46,1,FALSE
1173,No,203.4,81,34.58,167.7,110,14.25,132,124,5.94,9.2,5,2.48,2,FALSE
1174,No,222.2,113,37.77,218.5,122,18.57,266,88,11.97,10.9,5,2.94,1,FALSE
1175,No,92.8,98,15.78,271.2,115,23.05,167.1,83,7.52,5.8,7,1.57,1,FALSE
1176,No,216.8,78,36.86,102.2,111,8.69,174,83,7.83,8.6,2,2.32,0,FALSE
1177,No,193.2,89,32.84,194.4,90,16.52,186.5,104,8.39,9.7,2,2.62,4,FALSE
1178,No,113.2,108,19.24,189.3,63,16.09,271.8,124,12.23,14.1,4,3.81,3,FALSE
1179,No,166.2,54,28.25,238.8,109,20.3,108.8,92,4.9,11.2,2,3.02,3,FALSE
1180,No,262.2,101,44.57,157,80,13.35,129.1,100,5.81,7.3,14,1.97,1,FALSE
1181,No,207.8,92,35.33,195.7,110,16.63,184.8,124,8.32,13.1,4,3.54,0,FALSE
1182,No,245.4,89,41.72,148.2,102,12.6,274,136,12.33,7.5,6,2.03,1,FALSE
1183,No,287.1,108,48.81,178.4,125,15.16,153.2,98,6.89,14.4,2,3.89,3,TRUE
1184,No,192.3,82,32.69,165.3,134,14.05,205,74,9.23,9,1,2.43,2,FALSE
1185,No,194.2,122,33.01,242.1,81,20.58,215.8,80,9.71,9.7,3,2.62,2,FALSE
1186,No,211,92,35.87,217,102,18.45,214.8,104,9.67,9.8,7,2.65,3,FALSE
1187,No,141.9,92,24.12,228.9,102,19.46,195.1,101,8.78,8.7,5,2.35,0,FALSE
1188,No,220.5,94,37.49,239.5,126,20.36,254.3,109,11.44,5.9,9,1.59,2,FALSE
1189,No,157.4,122,26.76,145,75,12.33,281.8,92,12.68,9.3,2,2.51,1,FALSE
1190,No,143.5,106,24.4,223.5,147,19,175.4,69,7.89,11.2,5,3.02,0,FALSE
1191,No,156,56,26.52,56,116,4.76,163.3,104,7.35,8.9,8,2.4,0,FALSE
1192,Yes,160.1,63,27.22,208.4,112,17.71,177.6,98,7.99,9.2,3,2.48,2,FALSE
1193,Yes,235.1,98,39.97,251.8,79,21.4,285.9,76,12.87,7.2,2,1.94,4,TRUE
1194,Yes,160,95,27.2,209.5,110,17.81,82.3,107,3.7,8.7,5,2.35,5,TRUE
1195,No,188.4,63,32.03,165.9,89,14.1,205.7,71,9.26,13.2,2,3.56,1,FALSE
1196,No,194.8,97,33.12,235.3,118,20,174.4,126,7.85,11,3,2.97,1,FALSE
1197,No,247.8,117,42.13,130,95,11.05,134.3,125,6.04,6.9,2,1.86,1,FALSE
1198,No,221.2,80,37.6,213.6,104,18.16,291.8,89,13.13,11.9,3,3.21,4,FALSE
1199,No,118.5,86,20.15,213.9,118,18.18,132.6,99,5.97,13.4,3,3.62,2,FALSE
1200,No,231.8,78,39.41,232.9,79,19.8,206.9,121,9.31,7.6,4,2.05,1,FALSE
1201,No,215.9,90,36.7,257.9,92,21.92,180.2,157,8.11,11.6,4,3.13,1,FALSE
1202,No,217.1,92,36.91,220.8,134,18.77,249.5,93,11.23,8,5,2.16,2,FALSE
1203,No,83.5,96,14.2,221.1,63,18.79,349.7,75,15.74,12.6,3,3.4,0,FALSE
1204,No,183.3,106,31.16,205.1,101,17.43,263.7,90,11.87,5.1,7,1.38,1,FALSE
1205,Yes,236.8,141,40.26,265.3,101,22.55,152.4,77,6.86,9.5,2,2.57,1,TRUE
1206,No,193.8,90,32.95,195.3,121,16.6,182.7,108,8.22,8.5,3,2.3,1,FALSE
1207,No,134,112,22.78,206,111,17.51,180.6,118,8.13,9.7,4,2.62,0,FALSE
1208,No,176.6,65,30.02,172.7,96,14.68,104.5,128,4.7,11.3,5,3.05,2,FALSE
1209,No,191.4,93,32.54,205.4,119,17.46,205.7,121,9.26,10.2,3,2.75,3,FALSE
1210,Yes,174.8,127,29.72,219.6,93,18.67,255.8,90,11.51,12.8,3,3.46,0,FALSE
1211,No,275.2,67,46.78,180.2,108,15.32,159,110,7.15,7.9,2,2.13,1,FALSE
1212,No,174,85,29.58,241.1,114,20.49,207.8,94,9.35,7.9,1,2.13,1,FALSE
1213,No,165,132,28.05,249.7,86,21.22,170.3,128,7.66,12.6,8,3.4,1,FALSE
1214,No,228.7,102,38.88,168.7,99,14.34,223.5,100,10.06,11.8,4,3.19,1,FALSE
1215,No,107.9,88,18.34,235.8,109,20.04,228.6,119,10.29,9.5,3,2.57,2,FALSE
1216,No,221.3,140,37.62,157.8,89,13.41,192.5,89,8.66,11.3,6,3.05,1,FALSE
1217,No,141.1,84,23.99,211.4,108,17.97,103.7,127,4.67,5.9,6,1.59,3,FALSE
1218,No,166.4,92,28.29,238.3,74,20.26,150.7,84,6.78,10.7,4,2.89,4,FALSE
1219,No,249.6,87,42.43,227.2,138,19.31,239.9,92,10.8,7.6,3,2.05,3,FALSE
1220,No,178.6,83,30.36,213.1,103,18.11,198,119,8.91,10.9,5,2.94,1,FALSE
1221,No,139,96,23.63,224.9,64,19.12,170.8,118,7.69,15.7,5,4.24,2,FALSE
1222,No,134.3,98,22.83,202.3,109,17.2,195.9,100,8.82,12.6,5,3.4,2,FALSE
1223,No,215.9,93,36.7,240.1,85,20.41,156.7,123,7.05,4.9,5,1.32,3,FALSE
1224,No,181.6,91,30.87,213.2,120,18.12,207.8,104,9.35,11.4,4,3.08,1,FALSE
1225,No,178.4,97,30.33,168.3,113,14.31,120.5,93,5.42,9.3,9,2.51,1,FALSE
1226,No,106.4,84,18.09,140.2,104,11.92,90.9,81,4.09,11.4,3,3.08,1,FALSE
1227,No,170.7,101,29.02,240.2,82,20.42,119,112,5.36,11.4,4,3.08,2,FALSE
1228,No,184.5,139,31.37,183.2,78,15.57,127.4,106,5.73,12.3,6,3.32,0,FALSE
1229,No,161.2,109,27.4,204.2,79,17.36,231.5,87,10.42,8.9,4,2.4,1,FALSE
1230,No,84.9,77,14.43,257.5,109,21.89,210.5,66,9.47,7.5,5,2.03,2,FALSE
1231,No,217.9,71,37.04,230.1,116,19.56,232.1,110,10.44,10.6,2,2.86,1,FALSE
1232,No,270.9,98,46.05,226.2,110,19.23,178.8,60,8.05,8.8,5,2.38,0,TRUE
1233,No,243,91,41.31,183.9,77,15.63,184.3,109,8.29,15.3,6,4.13,0,TRUE
1234,No,128.2,71,21.79,48.1,78,4.09,116.3,80,5.23,8.9,3,2.4,0,FALSE
1235,No,126.3,115,21.47,168.8,112,14.35,154.6,95,6.96,9.8,7,2.65,2,FALSE
1236,No,178.7,56,30.38,215.7,79,18.33,152.7,84,6.87,10.6,2,2.86,4,FALSE
1237,No,159,109,27.03,255.1,142,21.68,82.4,73,3.71,10.1,4,2.73,0,FALSE
1238,No,150.9,79,25.65,161.8,87,13.75,167.7,115,7.55,11.7,5,3.16,3,FALSE
1239,Yes,219.9,118,37.38,208.5,116,17.72,352.5,111,15.86,8.1,4,2.19,3,FALSE
1240,No,168,116,28.56,192.4,94,16.35,166.5,98,7.49,10.1,3,2.73,2,FALSE
1241,No,162.1,83,27.56,171.8,117,14.6,259.8,76,11.69,9.6,3,2.59,4,TRUE
1242,No,198.8,107,33.8,195.5,91,16.62,213.3,120,9.6,16.5,7,4.46,5,FALSE
1243,Yes,256.8,90,43.66,230.1,104,19.56,143.6,82,6.46,9.1,10,2.46,3,FALSE
1244,No,182.8,122,31.08,212.7,119,18.08,193.8,103,8.72,11,2,2.97,1,FALSE
1245,No,196.8,92,33.46,254.2,108,21.61,261.8,85,11.78,7.7,2,2.08,1,FALSE
1246,No,140.1,120,23.82,231.4,128,19.67,188.1,127,8.46,11.2,5,3.02,2,FALSE
1247,No,194.3,83,33.03,189.9,97,16.14,232.2,102,10.45,9,3,2.43,5,FALSE
1248,No,117.6,66,19.99,214,108,18.19,239.5,94,10.78,8.8,5,2.38,1,FALSE
1249,Yes,193.7,108,32.93,186.6,98,15.86,223,100,10.04,11.6,8,3.13,0,FALSE
1250,No,243.1,105,41.33,231.4,108,19.67,180.9,120,8.14,7.8,4,2.11,2,FALSE
1251,No,145.4,132,24.72,129.3,91,10.99,186.4,109,8.39,5.2,4,1.4,1,FALSE
1252,No,169.1,105,28.75,169.9,102,14.44,244.9,106,11.02,9.9,10,2.67,3,FALSE
1253,No,229.3,93,38.98,184.5,111,15.68,168.2,91,7.57,8.8,3,2.38,2,FALSE
1254,Yes,197.2,97,33.52,211.7,115,17.99,210.1,133,9.45,8.3,4,2.24,4,FALSE
1255,No,186.4,84,31.69,201,136,17.09,286.7,103,12.9,11.1,3,3,2,TRUE
1256,No,76.1,121,12.94,290.3,73,24.68,236.9,89,10.66,10.8,3,2.92,0,FALSE
1257,No,162.8,65,27.68,185,109,15.73,219.5,104,9.88,6,3,1.62,2,FALSE
1258,No,182.3,115,30.99,199.2,97,16.93,120.2,113,5.41,18,5,4.86,1,FALSE
1259,Yes,194.4,83,33.05,247.8,84,21.06,245.4,93,11.04,11.2,7,3.02,2,FALSE
1260,No,189.3,95,32.18,118.6,113,10.08,250.2,102,11.26,12.5,4,3.38,2,FALSE
1261,No,160.1,107,27.22,168.7,136,14.34,23.2,102,1.04,9.5,4,2.57,3,FALSE
1262,No,145,76,24.65,240.7,112,20.46,197.1,134,8.87,7.1,4,1.92,3,FALSE
1263,No,220.7,105,37.52,119.3,127,10.14,165.1,113,7.43,11.5,7,3.11,4,FALSE
1264,No,224.7,69,38.2,134.5,81,11.43,120.3,104,5.41,7.5,5,2.03,1,TRUE
1265,No,147,79,24.99,162.3,103,13.8,162.9,80,7.33,10.5,4,2.84,1,FALSE
1266,No,260.8,130,44.34,213.4,111,18.14,195.6,97,8.8,10.1,5,2.73,1,FALSE
1267,No,155.4,127,26.42,164.1,45,13.95,157.7,128,7.1,9,3,2.43,0,FALSE
1268,No,166.2,112,28.25,255.3,81,21.7,228.1,97,10.26,5.4,7,1.46,1,FALSE
1269,No,211.8,115,36.01,260.5,102,22.14,144.2,96,6.49,10.8,7,2.92,0,FALSE
1270,No,130.5,114,22.19,208.4,94,17.71,141.6,114,6.37,11,5,2.97,4,TRUE
1271,No,162.7,102,27.66,292,105,24.82,183.3,80,8.25,8.7,6,2.35,0,FALSE
1272,Yes,237.1,76,40.31,264.2,125,22.46,271.3,120,12.21,7.9,3,2.13,1,FALSE
1273,No,166.2,102,28.25,217.6,112,18.5,220.2,68,9.91,13.2,2,3.56,4,FALSE
1274,No,121.7,48,20.69,125.8,112,10.69,261.6,122,11.77,8.3,2,2.24,6,TRUE
1275,No,176.4,62,29.99,201,124,17.09,150.4,138,6.77,11.2,2,3.02,0,FALSE
1276,No,67.4,116,11.46,244,78,20.74,281.1,93,12.65,11.4,2,3.08,2,FALSE
1277,No,229.7,129,39.05,336,104,28.56,192.8,128,8.68,9.6,1,2.59,1,TRUE
1278,No,176,118,29.92,277.9,116,23.62,174.7,71,7.86,14.7,7,3.97,1,FALSE
1279,No,247.7,77,42.11,269.5,108,22.91,167.3,82,7.53,9.6,7,2.59,0,TRUE
1280,No,115.4,90,19.62,262.6,68,22.32,245.7,69,11.06,13.1,5,3.54,2,FALSE
1281,No,112.2,95,19.07,209.6,108,17.82,260.9,78,11.74,13.9,1,3.75,0,TRUE
1282,No,162.6,138,27.64,154,109,13.09,209.7,118,9.44,11.5,4,3.11,0,FALSE
1283,No,229.4,107,39,214.1,99,18.2,289.6,95,13.03,10.4,6,2.81,4,FALSE
1284,No,139.6,96,23.73,124.2,93,10.56,95.6,75,4.3,15,4,4.05,2,FALSE
1285,No,263.8,66,44.85,251.3,116,21.36,200.1,112,9,8.4,2,2.27,5,TRUE
1286,No,217.5,123,36.98,233.7,84,19.86,163.9,99,7.38,9,3,2.43,4,FALSE
1287,No,114.3,132,19.43,199.8,91,16.98,194.7,74,8.76,7.5,8,2.03,1,FALSE
1288,No,196.3,108,33.37,136.8,96,11.63,154.7,87,6.96,7.7,3,2.08,2,FALSE
1289,No,253.2,95,43.04,188,116,15.98,142,133,6.39,4.4,4,1.19,1,FALSE
1290,No,98,99,16.66,240.7,62,20.46,254.8,123,11.47,10.5,4,2.84,0,FALSE
1291,No,249.4,118,42.4,211.5,95,17.98,169,116,7.61,9.1,3,2.46,0,FALSE
1292,No,129.6,107,22.03,233,104,19.81,297,93,13.37,14.5,5,3.92,1,FALSE
1293,No,221.3,106,37.62,267.6,98,22.75,111.5,80,5.02,9.3,7,2.51,0,FALSE
1294,No,220.7,106,37.52,177.8,118,15.11,206.1,102,9.27,12.4,9,3.35,1,FALSE
1295,No,87.6,76,14.89,262,111,22.27,184.6,125,8.31,9.2,5,2.48,1,FALSE
1296,No,203.6,61,34.61,161.7,127,13.74,175.9,97,7.92,8.4,3,2.27,0,FALSE
1297,No,213.6,110,36.31,234.9,121,19.97,229.6,157,10.33,8.8,3,2.38,2,FALSE
1298,No,181.6,112,30.87,220.7,100,18.76,236.3,121,10.63,12.9,4,3.48,2,FALSE
1299,No,215.4,123,36.62,328.7,98,27.94,160.5,89,7.22,7.8,6,2.11,1,FALSE
1300,No,266.3,90,45.27,207.8,117,17.66,205,98,9.23,14,2,3.78,2,TRUE
1301,No,199.2,111,33.86,175.1,83,14.88,210.6,84,9.48,10.2,2,2.75,3,FALSE
1302,No,115,130,19.55,137.8,83,11.71,224,61,10.08,7.3,4,1.97,3,FALSE
1303,No,270.5,69,45.99,230,112,19.55,136,111,6.12,9.6,5,2.59,1,TRUE
1304,No,222.2,127,37.77,153.1,125,13.01,227.4,80,10.23,12.9,4,3.48,1,FALSE
1305,No,61.9,78,10.52,262.6,114,22.32,212.5,110,9.56,8.8,2,2.38,3,FALSE
1306,No,141.1,92,23.99,249.1,126,21.17,136,73,6.12,10.8,2,2.92,2,FALSE
1307,No,189.2,81,32.16,184.4,117,15.67,255.8,83,11.51,10.6,5,2.86,3,TRUE
1308,No,196,135,33.32,186,146,15.81,153,92,6.89,9.8,1,2.65,3,FALSE
1309,No,171.6,119,29.17,205,107,17.43,170.6,114,7.68,13.8,4,3.73,0,FALSE
1310,Yes,174,123,29.58,161.3,115,13.71,260.7,98,11.73,11.4,3,3.08,2,FALSE
1311,No,78.6,106,13.36,187.3,110,15.92,184.2,111,8.29,7.4,5,2,1,TRUE
1312,No,200.9,92,34.15,164.3,91,13.97,249,98,11.21,8.9,7,2.4,1,FALSE
1313,No,141.3,123,24.02,253.6,87,21.56,215.8,96,9.71,6.4,2,1.73,1,FALSE
1314,No,235.8,130,40.09,176,69,14.96,63.6,122,2.86,7.3,1,1.97,2,FALSE
1315,No,185.1,100,31.47,165.1,88,14.03,111.6,104,5.02,6.3,4,1.7,3,FALSE
1316,No,254.3,113,43.23,78.9,104,6.71,153.2,69,6.89,11.8,2,3.19,2,FALSE
1317,No,183,103,31.11,214.8,77,18.26,206.4,73,9.29,8.7,6,2.35,2,FALSE
1318,No,163.5,80,27.8,274.8,136,23.36,381.9,147,17.19,7.5,5,2.03,2,FALSE
1319,No,207.9,98,35.34,210.5,96,17.89,109.6,114,4.93,7.7,2,2.08,2,FALSE
1320,No,248.6,102,42.26,174.9,93,14.87,207.2,86,9.32,6.1,3,1.65,3,FALSE
1321,No,185.4,105,31.52,197.6,126,16.8,147.1,110,6.62,14.5,4,3.92,2,FALSE
1322,No,197.8,60,33.63,221,64,18.79,168.6,134,7.59,8.9,5,2.4,1,FALSE
1323,Yes,132.1,42,22.46,138.9,88,11.81,192.6,119,8.67,9.1,1,2.46,2,TRUE
1324,No,197.1,117,33.51,227.8,128,19.36,214,101,9.63,9.3,11,2.51,0,FALSE
1325,No,154.6,112,26.28,184.2,105,15.66,217.4,102,9.78,12.6,5,3.4,2,FALSE
1326,No,153.1,115,26.03,185.9,59,15.8,224.3,102,10.09,10,1,2.7,6,TRUE
1327,No,211.2,119,35.9,231.1,120,19.64,220.9,80,9.94,6.3,9,1.7,2,FALSE
1328,No,96.8,92,16.46,142.6,103,12.12,210.1,115,9.45,10.9,5,2.94,2,TRUE
1329,No,172,145,29.24,276.4,101,23.49,193.7,100,8.72,10.1,9,2.73,1,FALSE
1330,No,141.1,91,23.99,147.2,100,12.51,254.7,75,11.46,8,7,2.16,2,FALSE
1331,No,151.1,121,25.69,244.7,88,20.8,154.4,91,6.95,13.8,2,3.73,2,FALSE
1332,No,209.6,107,35.63,228.8,96,19.45,172.4,85,7.76,7.6,2,2.05,3,FALSE
1333,No,247,109,41.99,125.6,91,10.68,226.5,90,10.19,10.5,4,2.84,3,FALSE
1334,No,221.4,114,37.64,165.8,116,14.09,247,105,11.12,10.8,12,2.92,1,FALSE
1335,No,321.3,99,54.62,167.9,93,14.27,193.6,106,8.71,8,4,2.16,1,TRUE
1336,No,243.7,124,41.43,60,90,5.1,189,129,8.5,11.3,2,3.05,0,FALSE
1337,No,251.5,85,42.76,214.2,98,18.21,186.1,71,8.37,11.1,6,3,3,FALSE
1338,Yes,236.9,107,40.27,157.6,105,13.4,241,120,10.85,7.3,2,1.97,0,TRUE
1339,No,159.7,79,27.15,216.7,131,18.42,206.7,116,9.3,9.3,3,2.51,2,FALSE
1340,Yes,148.2,96,25.19,220.4,111,18.73,134.2,97,6.04,9.2,1,2.48,4,TRUE
1341,No,150.9,86,25.65,268.6,129,22.83,179.9,73,8.1,14.7,1,3.97,1,FALSE
1342,No,210.5,101,35.79,250.5,86,21.29,241.6,125,10.87,11.5,2,3.11,1,FALSE
1343,No,170.9,71,29.05,201.4,80,17.12,159,124,7.15,4.1,5,1.11,2,FALSE
1344,No,254.7,80,43.3,90.2,79,7.67,153.4,60,6.9,10.6,8,2.86,0,FALSE
1345,No,284.4,89,48.35,157,113,13.35,242.8,91,10.93,8.4,8,2.27,0,TRUE
1346,No,0,0,0,159.6,130,13.57,167.1,88,7.52,6.8,1,1.84,4,TRUE
1347,Yes,133.7,45,22.73,187.8,107,15.96,181.9,89,8.19,10.7,2,2.89,1,TRUE
1348,No,224.9,117,38.23,191.9,127,16.31,229.9,97,10.35,10.3,3,2.78,0,FALSE
1349,No,151.8,98,25.81,209.9,92,17.84,266.9,86,12.01,11.9,5,3.21,1,FALSE
1350,No,141.4,107,24.04,163,105,13.86,220,99,9.9,5.6,3,1.51,2,FALSE
1351,No,285.7,124,48.57,230.9,106,19.63,230.7,140,10.38,14.8,7,4,0,TRUE
1352,No,58.4,121,9.93,262.2,64,22.29,159,115,7.15,11.9,5,3.21,1,FALSE
1353,No,90.4,105,15.37,201.3,109,17.11,227.1,115,10.22,13.1,4,3.54,0,FALSE
1354,No,114.4,91,19.45,216.6,123,18.41,250.6,102,11.28,11,3,2.97,0,FALSE
1355,No,147.7,103,25.11,222.7,78,18.93,163.5,102,7.36,12.8,3,3.46,2,FALSE
1356,No,302.7,93,51.46,240.5,119,20.44,193.9,103,8.73,13.6,14,3.67,3,FALSE
1357,No,136.1,120,23.14,204.2,103,17.36,228.2,90,10.27,11.3,4,3.05,1,FALSE
1358,No,169.7,84,28.85,165.9,86,14.1,191.9,83,8.64,12.8,6,3.46,3,FALSE
1359,No,227.2,89,38.62,194.4,106,16.52,243.4,126,10.95,14.9,2,4.02,0,FALSE
1360,No,217.8,91,37.03,220.6,97,18.75,277.3,89,12.48,10.3,6,2.78,1,TRUE
1361,No,124.2,102,21.11,123.9,115,10.53,135.7,100,6.11,13.1,8,3.54,2,FALSE
1362,No,206.2,76,35.05,232.4,76,19.75,251.6,96,11.32,13.6,2,3.67,1,FALSE
1363,No,132.9,122,22.59,67,62,5.7,160.4,121,7.22,9.9,2,2.67,3,FALSE
1364,No,104.9,115,17.83,237.6,125,20.2,263.4,104,11.85,7.7,6,2.08,3,FALSE
1365,No,245,97,41.65,250.7,75,21.31,270.2,124,12.16,13.7,8,3.7,1,TRUE
1366,No,184.5,118,31.37,224,95,19.04,180.5,82,8.12,11.6,3,3.13,1,FALSE
1367,No,89.5,66,15.22,179.3,104,15.24,225.1,116,10.13,12.3,1,3.32,3,FALSE
1368,Yes,235.6,131,40.05,194.8,107,16.56,170.6,93,7.68,8.6,4,2.32,1,FALSE
1369,No,186,127,31.62,262.3,96,22.3,98.9,63,4.45,11.5,6,3.11,4,FALSE
1370,No,223.9,75,38.06,155.7,109,13.23,150.2,143,6.76,7.3,9,1.97,1,FALSE
